BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000123	BGC0000123	Streptomyces sp. HK803 PlmR5 (plmR5), PlmR4 (plmR4), PlmR3 (plmR3), PlmR2 (plmR2), Plm8 (plm8), Plm4 (plm4), Plm5 (plm5), Plm6 (plm6), Plm7 (plm7), PlmT8 (plmT8), PlmT7 (plmT7), PlmT6 (plmT6), PlmT5 (plmT5), PlmT4 (plmT4), PlmT3 (plmT3), PlmT2 (plmT2), PlmT1 (plmT1), Plm1 (plm1), Plm2-3 (plm2-3), PlmJK (plmJK), PlmL (plmL), ChcA (chcA), PlmM (plmM), PlmR1 (plmR1), PlmI (plmI), PlmS2 (plmS2), PlmS3 (plmS3), and PlmS4 (plmS4) genes, complete cds	T1PKS	PKSI	Streptomyces sp. HK803	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000123.1	BGC0000123.1	Phoslactomycin B biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. HK803	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000124	BGC0000124	Streptomyces piomogenus piericidin A1 gene cluster, partial sequence	T1PKS	PKSI	Streptomyces piomogenus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000124.1	BGC0000124.1	Piericidin A1 biosynthetic gene cluster	t1pks	PKSI	Streptomyces piomogenus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000125.1	BGC0000125.1	Pimaricin biosynthetic gene cluster	t1pks	PKSI	Streptomyces natalensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000126	BGC0000126	Streptomyces platensis pldAI, pldAII, pldAIII, pldAIV, pldB, pldC, pldD, pldR gene cluster, complete cds, strain: Mer-11107	T1PKS	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000126.1	BGC0000126.1	Pladienolide biosynthetic gene cluster	t1pks	PKSI	Streptomyces platensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000127	BGC0000127	Pseudomonas fluorescens strain Pf-5 pyoluteorin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000127.1	BGC0000127.1	Pyoluteorin biosynthetic gene cluster	t1pks	PKSI	Pseudomonas protegens Pf-5	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000128	BGC0000128	Pseudomonas sp. M18 pyoluteorin biosynthetic and ABC transporter gene cluster, partial sequence	T1PKS	PKSI	Pseudomonas sp. M18	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000128.1	BGC0000128.1	Pyoluteorin biosynthetic gene cluster	t1pks	PKSI	Pseudomonas sp. M18	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000129	BGC0000129	Aspergillus fumigatus Af293 chromosome 6, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000129.1	BGC0000129.1	Pyripyropene biosynthetic gene cluster	t1pks	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000130	BGC0000130	Streptomyces vitaminophilus ATCC 31673 pyrrolomycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces vitaminophilus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000130.1	BGC0000130.1	Pyrrolomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces vitaminophilus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000132	BGC0000132	Streptomyces sp. UC 11065 pyrrolomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000132.1	BGC0000132.1	Pyrrolomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. UC 11065	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000133	BGC0000133	Amycolatopsis orientalis quartromicin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Amycolatopsis orientalis	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
BGC0000133.1	BGC0000133.1	Quartromicin biosynthetic gene cluster	t1pks	PKSI	Amycolatopsis orientalis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000134	BGC0000134	Pochonia chlamydosporia strain ATCC 16683 radicicol gene cluster, partial sequence	T1PKS	PKSI	Pochonia chlamydosporia	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Pochonia
BGC0000134.1	BGC0000134.1	Radicicol biosynthetic gene cluster	t1pks	PKSI	Metacordyceps chlamydosporia	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Metacordyceps
BGC0000135	BGC0000135	Streptomyces sp. SN-593 DNA, reveromycin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. SN-593	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000135.1	BGC0000135.1	Reveromycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. SN-593	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000136.1	BGC0000136.1	Rifamycin biosynthetic gene cluster	t1pks	PKSI	Amycolatopsis mediterranei S699	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Amycolatopsis
BGC0000137.1	BGC0000137.1	Rifamycin biosynthetic gene cluster	t1pks	PKSI	Salinispora arenicola CNS-205	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000138.1	BGC0000138.1	Rimocidin biosynthetic gene cluster	t1pks	PKSI	Streptomyces diastaticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000140	BGC0000140	Streptomyces sp. 88-682 putative dipeptidyl aminopeptidase gene, complete cds; tetronate RK-682 biosynthetic gene cluster, complete sequence; and putative beta-lactamase domain-containing protein gene, complete cds	T1PKS	PKSI	Streptomyces sp. 88-682	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000140.1	BGC0000140.1	RK-682 biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. 88-682	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000141	BGC0000141	Streptomyces achromogenes subsp. rubradiris complete rubradirin gene cluster, strain NRRL 3061	NRPS-like.T1PKS.aminocoumarin	Others	Streptomyces rubradiris	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000141.1	BGC0000141.1	Rubradirin biosynthetic gene cluster	nrps.t1pks.aminocoumarin	Others	Streptomyces achromogenes subsp. rubradiris	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000142	BGC0000142	Salinispora tropica CNB-440, complete genome	T1PKS.RRE-containing	Others	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0000142.1	BGC0000142.1	Salinilactam biosynthetic gene cluster	t1pks	PKSI	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000143	BGC0000143	Streptomyces albus strain CCM4719 salinomycin biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000143.1	BGC0000143.1	Salinomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000144	BGC0000144	Streptomyces albus strain XM211 polyether ionophore salinomycin biosynthetic gene cluster, complete sequence and flanking region	butyrolactone.T1PKS	Others	Streptomyces albus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000144.1	BGC0000144.1	Salinomycin biosynthetic gene cluster	butyrolactone.nrps.t1pks	Others	Streptomyces albus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000145.1	BGC0000145.1	Salinosporamide A biosynthetic gene cluster	transatpks.nrps.t1pks	PKS-NRP_Hybrids	Salinispora tropica	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000146	BGC0000146	Alternaria solani solanapyrone biosynthetic gene cluster (sol6, sol5, sol4, sol3, sol2, sol1), complete cds	T1PKS	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria sect. Porri
BGC0000146.1	BGC0000146.1	Solanapyrone biosynthetic gene cluster	t1pks	PKSI	Alternaria solani	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria
BGC0000147	BGC0000147	Sorangium cellulosum acyl-CoA dehydrogenase (sorE), beta-hydroxybutyryl-CoA dehydrogenase (sorD), putative methoxymalonyl-CoA synthase (sorC), reductase (sorR), soraphen polyketide synthase A (sorA), soraphen polyketide synthase B (sorB), O-methyltransferase (sorM), beta-mannanase, and xylanse-arabinofuranosidase bifunctional enzyme genes, complete cds; and unknown genes	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000147.1	BGC0000147.1	Soraphen biosynthetic gene cluster	t1pks	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000148	BGC0000148	Saccharopolyspora spinosa probable lysR-type transcriptional regulator, probable keto acyl reductase, spinosad biosynthetic gene cluster, complete sequence, and probable exodeoxyribonuclease V genes, complete cds; and unknown gene	T1PKS	PKSI	Saccharopolyspora spinosa	Bacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
BGC0000148.1	BGC0000148.1	Spinosad biosynthetic gene cluster	t1pks	PKSI	Saccharopolyspora spinosa	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Saccharopolyspora
BGC0000149	BGC0000149	Polyangium cellulosum spirangien biosynthetic gene cluster, strain So ce90	T1PKS	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000149.1	BGC0000149.1	Spirangien biosynthetic gene cluster	t1pks	PKSI	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000150.1	BGC0000150.1	Sporolide biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0000151	BGC0000151	Streptomyces ambofaciens ATCC 23877 right chromosomal arm	T1PKS	PKSI	Streptomyces ambofaciens ATCC 23877	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000151.1	BGC0000151.1	Stambomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces ambofaciens ATCC 23877	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000152	BGC0000152	Emericella nidulans sterigmatocystin biosynthetic gene cluster: (stcA), (stcB), (stcC), (stcE), (aflR), (stcF), (stcI), (stcJ), (stcK), (stcL), (stcO), (stcQ), (stcS), (stcT), (stcU), (stcV) and (stcW) genes, complete cds	T1PKS	PKSI	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000152.1	BGC0000152.1	Sterigmatocystin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000153	BGC0000153	Stigmatella aurantiaca ORF8, ORF7, ORF6, ORF5, ORF4, ORF3, ORF2, ORF1, stiA gene, stiB gene, stiC gene, stiD gene, stiE gene, stiF gene, stiG gene, stiH gene, stiJ gene, stiK gene, stiL gene and ORF9	T1PKS	PKSI	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Archangiaceae,Stigmatella
BGC0000153.1	BGC0000153.1	Stigmatellin biosynthetic gene cluster	t1pks	PKSI	Stigmatella aurantiaca Sg a15	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0000154	BGC0000154	Talaromyces stipitatus ATCC 10500 scf_1105507295555 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces sect. Talaromyces
BGC0000154.1	BGC0000154.1	Stipitatic acid biosynthetic gene cluster	t1pks	PKSI	Talaromyces stipitatus ATCC 10500	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Trichocomaceae,Talaromyces
BGC0000155.1	BGC0000155.1	T-toxin biosynthetic gene cluster	t1pks	PKSI	Bipolaris maydis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0000156	BGC0000156	Aspergillus niger strain ATCC 1015 TAN-1612 biosynthetic gene cluster, partial sequence	T1PKS	PKSI	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000156.1	BGC0000156.1	TAN-1612 biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000157	BGC0000157	Streptomyces sp. CK4412 tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces sp. CK4412	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000157.1	BGC0000157.1	Tautomycetin biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CK4412	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000158	BGC0000158	Streptomyces griseochromogenes tautomycetin biosynthetic gene cluster, complete sequence	T1PKS	PKSI	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000158.1	BGC0000158.1	Tautomycetin biosynthetic gene cluster	t1pks	PKSI	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000159	BGC0000159	Streptomyces spiroverticillatus conserved hypothetical protein, hypothetical proteins, putative dehydrogenase, putative MOSC ferredoxin--oxidoreductase, and hypothetical protein genes, complete cds; tautomycin gene cluster, complete sequence; and hypothetical protein genes, complete cds	T1PKS	PKSI	Streptomyces spiroverticillatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000159.1	BGC0000159.1	Tautomycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces spiroverticillatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000160	BGC0000160	Aspergillus terreus NIH2624 scaffold_9 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000160.1	BGC0000160.1	Terreic acid biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000161	BGC0000161	Aspergillus terreus NIH2624 scaffold_1 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000161.1	BGC0000161.1	Terrein biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000162	BGC0000162	Micromonospora chalcea tetrocarcin A gene cluster, complete sequence	T1PKS	PKSI	Micromonospora chalcea	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0000162.1	BGC0000162.1	Tetrocarcin A biosynthetic gene cluster	t1pks	PKSI	Micromonospora chalcea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000163	BGC0000163	Streptomyces longisporoflavus strain NCIMB 11426 putative ABC transporter permease protein gene, partial cds; putative ABC transporter permease protein, conserved hypothetical protein, putative sugar kinase, zinc-binding dehydrogenase, integral membrane sugar transport protein, putative ABC transporter permease protein, putative multiple sugar ABC transporter solute-binding protein, DeoR family transcriptional regulator, putative secreted protein, hypothetical protein, 6-phosphogluconate 1-dehydrogenase, conserved hypothetical protein, periplasmic beta-glucosidase, hypothetical proteins, putative phosphoesterase, and hypothetical protein genes, complete cds; and tetronasin biosynthesis gene cluster, complete sequence	T1PKS	PKSI	Streptomyces longisporoflavus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000164	BGC0000164	Streptomyces sp. NRRL 11266 tetronomycin biosynthetic gene cluster, partial and complete cds	T1PKS	PKSI	Streptomyces sp. NRRL 11266	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000165.1	BGC0000165.1	Tiacumicin B biosynthetic gene cluster	t1pks	PKSI	Dactylosporangium aurantiacum subsp. hamdenensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Dactylosporangium
BGC0000166	BGC0000166	Streptomyces fradiae tylactone synthase, starter module and modules 1-7, (tylG) gene, complete cds	T1PKS	PKSI	Streptomyces fradiae	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000166.1	BGC0000166.1	Tylactone biosynthetic gene cluster	t1pks	PKSI	Streptomyces fradiae	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000167	BGC0000167	Streptomyces halstedii vicenistatin biosynthetic gene cluster (vinR1, vinA, vinB, vinC, vinP2, vinP3, vinP4, vinG, vinF, vinD, vinE, vinH, vinI, vinJ, vinK, vinL, vinM, vinN, vinO, vinP1), partial and complete cds	T1PKS	PKSI	Streptomyces halstedii	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000167.1	BGC0000167.1	Vicenistatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces halstedii	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000168	BGC0000168	Penicillium aethiopicum strain IBT 5753 viridicatumtoxin biosynthetic gene cluster, complete sequence; and unknown genes	T1PKS.indole	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000168.1	BGC0000168.1	Viridicatumtoxin biosynthetic gene cluster	terpene.t1pks	Others	Penicillium aethiopicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0000170	BGC0000170	Aspergillus niger ATCC 1015, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000170.1	BGC0000170.1	Yanuthone D biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000257.1	BGC0000257.1	Prodigiosin biosynthetic gene cluster	t1pks	PKSI	Streptomyces griseoviridis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000335.1	BGC0000335.1	Cystomanamides biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Cystobacter fuscus	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Cystobacter
BGC0000345.1	BGC0000345.1	Eponemycin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces hygroscopicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000346.1	BGC0000346.1	Epoxomicin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Goodfellowiella coeruleoviolacea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Goodfellowiella
BGC0000353.1	BGC0000353.1	FK506 biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Streptomyces sp. MA6548	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000365.1	BGC0000365.1	Glycopeptidolipid biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Mycobacterium smegmatis str. MC2 155	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium
BGC0000380.1	BGC0000380.1	Leupyrrin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0000383	BGC0000383	Photorhabdus laumondii subsp. laumondii strain TT01 chromosome, complete genome	T1PKS.betalactone.NRPS	Others	Photorhabdus laumondii subsp. laumondii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Photorhabdus
BGC0000383.1	BGC0000383.1	Luminmycin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Photorhabdus luminescens subsp. laumondii TTO1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus
BGC0000393.1	BGC0000393.1	Myxoprincomide biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Myxococcus xanthus DK 1622	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Myxococcaceae,Myxococcus
BGC0000436.1	BGC0000436.1	Syringolin A biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Rhizobium sp. AP16	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000467	BGC0000467	Y.enterocolitica irp1, irp3, irp4 and irp5 genes	T1PKS	PKSI	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia
BGC0000467.1	BGC0000467.1	Yersiniabactin biosynthetic gene cluster	nrps.t1pks	PKS-NRP_Hybrids	Yersinia enterocolitica	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia
BGC0000680.1	BGC0000680.1	Austinol/dehydroaustinol, locus 1 biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000682	BGC0000682	Aspergillus terreus NIH2624 scaffold_16 genomic scaffold, whole genome shotgun sequence	T1PKS	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0000682.1	BGC0000682.1	Terretonin biosynthetic gene cluster	t1pks	PKSI	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0000684	BGC0000684	TPA_asm: Aspergillus nidulans FGSC A4 chromosome I	T1PKS	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Nidulantes
BGC0000684.1	BGC0000684.1	Asperthecin biosynthetic gene cluster	t1pks	PKSI	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
