BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000619.1	BGC0000619.1	Gassericin T biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000620.1	BGC0000620.1	Lacticin Q biosynthetic gene cluster	bacteriocin	RiPPs	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000623.1	BGC0000623.1	Plantaricin W alpha / plantaricin W beta biosynthetic gene cluster	lantipeptide	RiPPs	Lactobacillus plantarum	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000624.1	BGC0000624.1	Salivaricin CRL1328 alpha peptide / salivaricin CRL1328 beta peptide biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus salivarius	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000626.1	BGC0000626.1	Thuricin biosynthetic gene cluster	lantipeptide	RiPPs	Bacillus thuringiensis	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0000628.1	BGC0000628.1	Lactocillin biosynthetic gene cluster	thiopeptide	RiPPs	Lactobacillus gasseri JV-V03	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000655.1	BGC0000655.1	Siomycin biosynthetic gene cluster	thiopeptide.terpene	Others	Streptomyces sioyaensis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000696.1	BGC0000696.1	Gentamicin biosynthetic gene cluster	lantipeptide.amglyccycl	Others	Micromonospora echinospora	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0000717.1	BGC0000717.1	Streptomycin biosynthetic gene cluster	lantipeptide.amglyccycl	Others	Streptomyces griseus subsp. griseus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000809.1	BGC0000809.1	AT2433 biosynthetic gene cluster	thiopeptide.indole	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0000874.1	BGC0000874.1	Blasticidin biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces griseochromogenes	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000986.1	BGC0000986.1	Dkxanthene biosynthetic gene cluster	bacteriocin.t1pks.nrps	Others	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0001020.1	BGC0001020.1	Muraymycin biosynthetic gene cluster	nucleoside.thiopeptide.lantipeptide.nrps	Others	Streptomyces sp. NRRL 30471	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001145.1	BGC0001145.1	Cyclothiazomycin B biosynthetic gene cluster	thiopeptide.lantipeptide	RiPPs	Streptomyces mobaraensis NBRC 13819 = DSM 40847	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001146.1	BGC0001146.1	Cyclothiazomycin C biosynthetic gene cluster	thiopeptide.lantipeptide	RiPPs	Streptomyces sp. NRRL WC-3908	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001148.1	BGC0001148.1	Pheganomycin biosynthetic gene cluster	bacteriocin.nrps.t3pks	Others	Streptomyces cirratus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001155.1	BGC0001155.1	GE2270 biosynthetic gene cluster	thiopeptide.lantipeptide	RiPPs	Planobispora rosea	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Planobispora
BGC0001157.1	BGC0001157.1	Bottromycin biosynthetic gene cluster	bacteriocin.bottromycin	RiPPs	Streptomyces scabiei 87.22	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001167.1	BGC0001167.1	Piricyclamide biosynthetic gene cluster	cyanobactin	RiPPs	Microcystis aeruginosa PCC 7005	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystis
BGC0001170.1	BGC0001170.1	Clostridiolysin S biosynthetic gene cluster	bacteriocin	RiPPs	Clostridium sporogenes ATCC 15579	Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium
BGC0001171.1	BGC0001171.1	Listeriolysin S biosynthetic gene cluster	bacteriocin	RiPPs	Listeria monocytogenes serotype 4b str. F2365	Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria
BGC0001188.1	BGC0001188.1	Legonaridin biosynthetic gene cluster	linaridin	RiPPs	Streptomyces sp. CT34	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001210.1	BGC0001210.1	Pseudomycoicidin biosynthetic gene cluster	lantipeptide	RiPPs	Bacillus pseudomycoides DSM 12442	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
BGC0001222.1	BGC0001222.1	Acidocin B biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus acidophilus	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001226.1	BGC0001226.1	Streptocollin biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001229.1	BGC0001229.1	SBI_06990 alpha / SBI_06989 beta biosynthetic gene cluster	lantipeptide	RiPPs	Streptomyces bingchenggensis BCW-1	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001289.1	BGC0001289.1	Penisin biosynthetic gene cluster	lantipeptide	RiPPs	Paenibacillus ehimensis	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001291.1	BGC0001291.1	Enterocin NKR-5-3B biosynthetic gene cluster	bacteriocin	RiPPs	Enterococcus faecium	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0001311.1	BGC0001311.1	Flavecin biosynthetic gene cluster	lantipeptide	RiPPs	Ruminococcus flavefaciens FD-1	Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus
BGC0001364.1	BGC0001364.1	Cinnamycin B biosynthetic gene cluster	bacteriocin.lantipeptide	RiPPs	Actinomadura atramentaria DSM 43919	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0001388.1	BGC0001388.1	Gassericin E biosynthetic gene cluster	bacteriocin	RiPPs	Lactobacillus gasseri	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0001391.1	BGC0001391.1	Thusin biosynthetic gene cluster	lantipeptide	RiPPs	Bacillus thuringiensis serovar rongseni	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001392.1	BGC0001392.1	Pinensins biosynthetic gene cluster	lantipeptide	RiPPs	Chitinophaga pinensis DSM 2588	Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga
BGC0001407.1	BGC0001407.1	Bicereucin biosynthetic gene cluster	linaridin	RiPPs	Bacillus cereus SJ1	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
GCF_000011105.1	NC_000961.1	Pyrococcus horikoshii OT3, complete sequence	RRE-containing	RiPPs	Pyrococcus horikoshii OT3	Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus
