BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0000757.1	BGC0000757.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Avibacterium paragallinarum	Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium
BGC0000758	BGC0000758	Staphylococcus aureus M type 1 capsular polysaccharide biosynthesis gene cluster, complete sequence and unknown genes		Others	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
BGC0000758.1	BGC0000758.1	Capsular polysaccharide biosynthetic gene cluster	other	Others	Staphylococcus aureus	Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcus
BGC0000759	BGC0000759	Sphingomonas sp. ATCC 53159 diutan polysaccharide synthesis gene cluster, partial sequence		Others	Sphingomonas sp. ATCC 53159	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000759.1	BGC0000759.1	Diutan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas sp. ATCC 53159	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000760	BGC0000760	Acinetobacter lwoffii wzc, wzb, wza, weeA, weeB, wceC, wzx, wzy, weeD, weeE, weeF, weeG, weeH, weeI, weeJ, weeK, galU, ugd, pgi, galE, pgm (partial) and mip (partial) genes (emulsan biosynthetic gene cluster), strain RAG-1		Others	Acinetobacter venetianus RAG-1 = CIP 110063	Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter
BGC0000760.1	BGC0000760.1	Emulsan biosynthetic gene cluster	other	Others	Acinetobacter lwoffii	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
BGC0000761	BGC0000761	Methylobacillus sp. 12S exopolysaccharide biosynthesis gene cluster, complete cds		Others	Methylobacillus sp. 12S	Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylobacillus,unclassified Methylobacillus
BGC0000761.1	BGC0000761.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Methylobacillus sp. 12S	Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylobacillus
BGC0000762	BGC0000762	Rhizobium leguminosarum bv. viciae VF39 acidic exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Rhizobium leguminosarum bv. viciae	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000762.1	BGC0000762.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Rhizobium leguminosarum bv. viciae	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium/Agrobacterium group,Rhizobium
BGC0000763	BGC0000763	Pantoea stewartii subsp. stewartii strain DC283 exopolysaccharaide biosynthesis gene cluster, complete sequence; GalF gene, complete cds; and GalE gene, partial cds		Others	Pantoea stewartii subsp. stewartii DC283	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Pantoea
BGC0000763.1	BGC0000763.1	Stewartan biosynthetic gene cluster	other	Others	Pantoea stewartii subsp. stewartii DC283	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea
BGC0000764	BGC0000764	Lactococcus lactis exopolysaccharide biosynthesis gene cluster, complete sequence; and unknown genes		Others	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000764.1	BGC0000764.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactococcus lactis	Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus
BGC0000765	BGC0000765	Lactobacillus johnsonii strain ATCC 33200 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000765.1	BGC0000765.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000766	BGC0000766	Lactobacillus johnsonii strain ATCC 11506 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000766.1	BGC0000766.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000767	BGC0000767	Lactobacillus johnsonii strain NCC 2767 exopolysaccharide biosynthesis gene cluster, complete sequence		Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000767.1	BGC0000767.1	Exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus johnsonii	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000768	BGC0000768	Sphingomonas elodea strain ATCC 31461 gellan polysaccharide biosynthesis gene cluster, complete sequence		Others	Sphingomonas elodea ATCC 31461	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000768.1	BGC0000768.1	Gellan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas elodea ATCC 31461	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000769	BGC0000769	Mycobacterium avium strain A5 glycopeptidolipid biosynthesis gene cluster, partial sequence		Others	Mycobacterium avium subsp. hominissuis A5	Bacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000769.1	BGC0000769.1	Glycopeptidolipid biosynthetic gene cluster	other	Others	Mycobacterium avium subsp. hominissuis A5	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Corynebacterineae,Mycobacteriaceae,Mycobacterium,Mycobacterium avium complex (MAC)
BGC0000770	BGC0000770	Campylobacter jejuni HB93-13 wlaII LOS biosynthesis gene cluster, partial sequence		Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000770.1	BGC0000770.1	Lipo-oligosaccharide biosynthetic gene cluster	other	Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000771.1	BGC0000771.1	Lipo-oligosaccharide biosynthetic gene cluster	other	Others	Campylobacter jejuni	Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter
BGC0000772	BGC0000772	Brucella melitensis strain 16M lipopolysaccharide O side chain biosynthesis gene cluster, complete sequence		Others	Brucella melitensis	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Brucellaceae,Brucella/Ochrobactrum group,Brucella
BGC0000772.1	BGC0000772.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Brucella melitensis	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella
BGC0000773	BGC0000773	Escherichia coli O7-specific lipopolysaccharide biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000773.1	BGC0000773.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000774	BGC0000774	Xanthomonas campestris pv. campestris LPS biosynthetic cluster, partial sequence; and putative electron-transferring flavoprotein beta subunit (etfS) and putative electron-transferring flavoprotein alpha subunit (etfL) genes, complete cds		Others	Xanthomonas campestris pv. campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000774.1	BGC0000774.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Xanthomonas campestris pv. campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000775	BGC0000775	Legionella pneumophila serogroup 1 lipopolysaccharide biosynthesis gene cluster		Others	Legionella pneumophila	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000775.1	BGC0000775.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Legionella pneumophila	Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
BGC0000776	BGC0000776	Escherichia coli waa gene cluster encoding the LPS R1 core biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000776.1	BGC0000776.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000777	BGC0000777	Escherichia coli wbb gene cluster encoding O6 LPS side chain biosynthesis region		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000777.1	BGC0000777.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000778	BGC0000778	Aeromonas hydrophila strain AH-3 HldD (hldD), WahA (wahA), WaaL (waaL), WahB (wahB), WahC (wahC), WahD (wahD), and WahE (wahE) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000778.1	BGC0000778.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Aeromonas hydrophila	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000779	BGC0000779	Aeromonas hydrophila strain AH-3 WaaA (waaA), WahF (wahF), WaaE (waaE), WaaF (waaF), and CoaD (coaD) genes, complete cds		Others	Aeromonas piscicola	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000779.1	BGC0000779.1	Lipopolysaccharide biosynthetic gene cluster	other	Others	Aeromonas hydrophila	Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
BGC0000780	BGC0000780	Vibrio parahaemolyticus DNA, O and K-antigen biosynthesis gene cluster, strain: NIID 242-200		Others	Vibrio parahaemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000780.1	BGC0000780.1	O&K-antigen biosynthetic gene cluster	other	Others	Vibrio parahaemolyticus	Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
BGC0000781	BGC0000781	Pseudomonas aeruginosa strain IATS O6 RpsA (rpsA) gene, partial cds; Ihf-Beta, Wzz (wzz), and Wzx (wzx) genes, complete cds; and wbp gene cluster for O-antigen biosynthesis, complete sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000781.1	BGC0000781.1	O-antigen biosynthetic gene cluster	other	Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000782	BGC0000782	Burkholderia pseudomallei putative dihydroorotase (pyrC) gene, partial cds; putative 1-acyl-sn-glycerol-3-phosphate acyltransferase (plsC), putative diadenosine tetraphosphatase (apaH), complete cds; type II O-antigen biosynthesis gene cluster, complete sequence; putative undecaprenyl phosphate N-acetylglucosaminyltransferase, and putative UDP-glucose 4-epimerase genes, complete cds; and putative galactosyl transferase gene, partial cds		Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000782.1	BGC0000782.1	O-antigen biosynthetic gene cluster	other	Others	Burkholderia pseudomallei 1026b	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000783	BGC0000783	Xanthomonas oryzae pv. oryzae putative cystathionine gamma-lyase (metB) gene, partial cds; putative sugar nucleotide epimerase/dehydratase (wxoA), putative glycosyl transferase (wxoB), putative glycosyl transferase (wxoC), putative o-antigen acetylase (wxoD), putative ISXo8 transposase, putative IS1113 transposase (tnpX1), truncated putative transposase, putative ATP binding protein (wzt), and putative ABC transporter system integral membrane protein (wzm) genes, complete cds; and putative electron transferring flavoprotein alpha subunit (etfA) gene, partial cds		Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000783.1	BGC0000783.1	O-antigen biosynthetic gene cluster	other	Others	Xanthomonas oryzae pv. oryzae	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000784	BGC0000784	Pseudomonas aeruginosa serotype 01 putative O-antigen biosynthesis gene cluster, partial sequence		Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000784.1	BGC0000784.1	O-antigen biosynthetic gene cluster	other	Others	Pseudomonas aeruginosa	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0000785	BGC0000785	Burkholderia mallei putative diadenosine tetraphosphatase (apaH), complete cds; O-antigen biosynthetic gene cluster, complete sequence; insertion sequence IS407, partial sequence		Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000785.1	BGC0000785.1	O-antigen biosynthetic gene cluster	other	Others	Burkholderia mallei	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0000786	BGC0000786	Edwardsiella ictaluri isolate 93-146 O antigen biosynthesis gene cluster, partial sequence; and IS1-like insertion sequence, complete sequence		Others	Edwardsiella ictaluri 93-146	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella
BGC0000786.1	BGC0000786.1	O-antigen biosynthetic gene cluster	other	Others	Edwardsiella ictaluri 93-146	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Edwardsiella
BGC0000787	BGC0000787	Escherichia coli serotype O127:K63(B8) O-antigen biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000787.1	BGC0000787.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000788	BGC0000788	Salmonella enterica subsp. salamae serovar Greenside UDP-GlcNAc 4-epimerase (gne), UDP-glucose pyrophosporylase (galF), complete cds; O-antigen gene cluster, complete sequence; 6-phosphogluconate dehydrogenase (gnd), putative GDP-colitose biosynthetic protein (col1), putative GDP-colitose biosynthetic protein (col2), UDP-glucose-6-dehydrogenase (ugd), O-antigen chain length determinant (wzz), and phosphoribosyl-AMP cyclohydrolase (hisI) genes, complete cds		Others	Salmonella enterica subsp. salamae serovar Greenside	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
BGC0000788.1	BGC0000788.1	O-antigen biosynthetic gene cluster	other	Others	Salmonella enterica subsp. salamae serovar Greenside	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
BGC0000789	BGC0000789	Escherichia coli O24 O antigen gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000789.1	BGC0000789.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000790	BGC0000790	Escherichia coli strain H515b O-antigen biosynthesis gene cluster, complete sequence		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000790.1	BGC0000790.1	O-antigen biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000791	BGC0000791	Enterobacter sakazakii strain NCTC 11467 O-antigen gene cluster, complete sequence		Others	Cronobacter sakazakii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter
BGC0000791.1	BGC0000791.1	O-antigen biosynthetic gene cluster	other	Others	Cronobacter sakazakii	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter
BGC0000792	BGC0000792	Enterococcus faecalis strain OG1RF polysaccharide biosynthetic gene cluster, partial sequence		Others	Enterococcus faecalis OG1RF	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000792.1	BGC0000792.1	Polysaccharide biosynthetic gene cluster	other	Others	Enterococcus faecalis OG1RF	Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
BGC0000793	BGC0000793	Salmonella enterica subsp. arizonae core oligosaccharide biosynthetic gene cluster, complete sequence		Others	Salmonella enterica subsp. arizonae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella
BGC0000793.1	BGC0000793.1	Lipopolysaccharide oligosaccharide biosynthetic gene cluster	other	Others	Salmonella enterica subsp. arizonae	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Salmonella
BGC0000794	BGC0000794	Geobacillus stearothermophilus strain NRS 2004/3a surface layer glycoprotein SgsE precursor (sgsE) gene, complete cds; and S-layer glycan biosynthesis (slg) gene cluster, partial sequence		Others	Geobacillus stearothermophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
BGC0000794.1	BGC0000794.1	S-layer glycan biosynthetic gene cluster	other	Others	Geobacillus stearothermophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
BGC0000795	BGC0000795	Aneurinibacillus thermoaerophilus strain L420-91T S-layer glycan biosynthesis gene cluster, complete sequence		Others	Aneurinibacillus thermoaerophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0000795.1	BGC0000795.1	S-layer glycan biosynthetic gene cluster	other	Others	Aneurinibacillus thermoaerophilus	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus group,Aneurinibacillus
BGC0000796.1	BGC0000796.1	S-layer glycan biosynthetic gene cluster	other	Others	Paenibacillus alvei	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0000797	BGC0000797	Sphingomonas S88 sphingan polysaccharide synthesis (spsG), (spsS), (spsR), glycosyl transferase (spsQ), (spsI), glycosyl transferase (spsK), glycosyl transferase (spsL), (spsJ), (spsF), (spsD), (spsC), (spsE), Urf 32, Urf 26, ATP-binding cassette transporter (atrD), ATP-binding cassette transporter (atrB), glucosyl-isoprenylphosphate transferase (spsB), glucose-1-phosphate thymidylyltransferase (rhsA), dTDP-6-deoxy-D-glucose -3,5-epimerase (rhsC) dTDP-D-glucose-4,6-dehydratase (rhsB), dTDP-6-deoxy-L-mannose-dehydrogenase (rhsD), Urf 31, and Urf 34 genes, complete cds		Others	Sphingomonas sp. S88	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000797.1	BGC0000797.1	Sphingan polysaccharide biosynthetic gene cluster	other	Others	Sphingomonas sp. S88	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0000798	BGC0000798	Sorghum bicolor chromosome 1, whole genome shotgun sequence		Others	Sorghum bicolor	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Sorghinae,Sorghum
BGC0000798.1	BGC0000798.1	Dhurrin biosynthetic gene cluster	other	Others	Sorghum bicolor	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogoneae,Sorghum
BGC0000799	BGC0000799	Escherichia coli K-12 wca gene cluster		Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia
BGC0000799.1	BGC0000799.1	Colanic acid biosynthetic gene cluster	other	Others	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0000800	BGC0000800	Xanthomonas campestris GumA (gumA), GumB (gumB), GumC (gumC), GumD (gumD), GumE (gumE), GumF (gumF), GumG (gumG), GumH (gumH), GumI (gumI), GumJ (gumJ), GumK (gumK), GumL (gumL), and GumM (gumM) genes, complete cds		Others	Xanthomonas campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000800.1	BGC0000800.1	Xanthan biosynthetic gene cluster	other	Others	Xanthomonas campestris	Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas
BGC0000801	BGC0000801	R.meliloti exp gene cluster		Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000801.1	BGC0000801.1	Galactoglucan biosynthetic gene cluster	other	Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000802	BGC0000802	Rhizobium meliloti 10.6kB DNA fragment from exoB to exsG gene		Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000802.1	BGC0000802.1	Succinoglycan biosynthetic gene cluster	other	Others	Sinorhizobium meliloti	Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium/Ensifer group,Sinorhizobium
BGC0000803	BGC0000803	Lactobacillus rhamnosus strain GG exopolysaccharide gene cluster, complete sequence		Others	Lacticaseibacillus rhamnosus GG	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
BGC0000803.1	BGC0000803.1	GG exopolysaccharide biosynthetic gene cluster	other	Others	Lactobacillus rhamnosus GG	Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus
BGC0000804	BGC0000804	Streptomyces coelicoflavus ZG0656 contig2060, whole genome shotgun sequence		Others	Streptomyces coelicoflavus ZG0656	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0000804.1	BGC0000804.1	Acarviostatin biosynthetic gene cluster	other	Others	Streptomyces coelicoflavus ZG0656	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000805.1	BGC0000805.1	Moenomycin biosynthetic gene cluster	other	Others	Streptomyces ghanaensis ATCC 14672	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0000806	BGC0000806	Glycomyces sp. NRRL B-16210 phosphonate biosynthetic gene cluster, partial sequence	other	Others	Glycomyces sp. NRRL B-16210	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces,unclassified Glycomyces
BGC0000806.1	BGC0000806.1	Phosphonoglycans biosynthetic gene cluster	other	Others	Glycomyces sp. NRRL B-16210	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Glycomycineae,Glycomycetaceae,Glycomyces
BGC0000807	BGC0000807	Stackebrandtia nassauensis DSM 44728, complete genome	other	Others	Stackebrandtia nassauensis DSM 44728	Bacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,Stackebrandtia
BGC0000807.1	BGC0000807.1	Phosphonoglycans biosynthetic gene cluster	other	Others	Stackebrandtia nassauensis DSM 44728	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Glycomycineae,Glycomycetaceae,Stackebrandtia
BGC0000808.1	BGC0000808.1	Cepacian biosynthetic gene cluster	other	Others	Burkholderia multivorans ATCC 17616	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cepacia complex
BGC0000809	BGC0000809	Actinomadura melliaura strain SCC 1655 NADH oxidase and hypothetical proteins genes, complete cds; AT2433 biosynthetic gene cluster, complete sequence; and unknown genes	LAP.indole.thiopeptide	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
BGC0000809.1	BGC0000809.1	AT2433 biosynthetic gene cluster	indole.thiopeptide	Others	Actinomadura melliaura	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Thermomonosporaceae,Actinomadura
BGC0000810	BGC0000810	Zea mays cultivar B73 chromosome 4		Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogonodae,Andropogoneae,Tripsacinae,Zea
BGC0000810.1	BGC0000810.1	Benzoxazinone DIMBOA biosynthetic gene cluster	other	Others	Zea mays	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,Liliopsida,Poales,Poaceae,PACMAD clade,Panicoideae,Andropogoneae,Zea
BGC0000811	BGC0000811	Aspergillus fumigatus Af293 chromosome 2 afu1_92, whole genome shotgun sequence	indole	Others	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Fumigati
BGC0000812	BGC0000812	Shiraia sp. slf14 huperzine A biosynthesis gene cluster, complete sequence		Others	Shiraia sp. slf14	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Shiraiaceae,Shiraia,unclassified Shiraia
BGC0000812.1	BGC0000812.1	Huperzine A biosynthetic gene cluster	other	Others	Shiraia sp. slf14	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporales incertae sedis,Shiraia
BGC0000813	BGC0000813	Nonomuraea longicatena K-252a biosynthesis gene cluster, complete sequence	indole	Others	Nonomuraea longicatena	Bacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Nonomuraea
