#BGC Name	Clan Number	Family Number
BGC0001884.1	3481	3596
BGC0000412	1950	792
BGC0000412.1	1950	792
BGC0000982	1950	1950
BGC0000982.1	1950	1950
BGC0001009.1	1950	1950
BGC0001010	1950	1950
BGC0001010.1	1950	1950
BGC0001113	1950	2146
BGC0001113.1	1950	2146
BGC0001255	1950	2414
BGC0001255.1	1950	2414
BGC0002046	1950	3878
BGC0000413	3665	793
BGC0000413.1	3665	793
BGC0001432	3665	2740
BGC0001432.1	3665	2740
BGC0001876	3665	3584
BGC0001876.1	3665	3584
BGC0001923	3665	3665
BGC0001923.1	3665	3665
BGC0002172	3665	3996
BGC0000418	806	806
BGC0000418.1	806	806
BGC0000419	806	806
BGC0000419.1	806	806
BGC0001955	806	806
BGC0001955.1	806	806
BGC0001615	806	3096
BGC0001615.1	806	3096
BGC0001900.1	806	3627
BGC0000421	1989	809
BGC0000421.1	1989	809
BGC0000422	1989	811
BGC0000422.1	1989	811
BGC0001030	1989	1989
BGC0002598	1989	1989
BGC0002607	1989	1989
BGC0001039	1989	2008
BGC0001039.1	1989	2008
BGC0001570	1989	3007
BGC0001570.1	1989	3007
BGC0002051	1989	3007
BGC0000462.1	1989	3516
BGC0001838	1989	3516
BGC0001838.1	1989	3516
BGC0002270	1989	4076
BGC0000423	4260	813
BGC0000423.1	4260	813
BGC0001764	4260	3377
BGC0001764.1	4260	3377
BGC0002203	4260	4019
BGC0002448	4260	4243
BGC0002467	4260	4260
BGC0000426	819	819
BGC0000426.1	819	819
BGC0001702	819	3259
BGC0001702.1	819	3259
BGC0001833	819	3506
BGC0001833.1	819	3506
BGC0002037	819	3870
BGC0002543	819	4330
BGC0002638	819	4414
BGC0000427	821	821
BGC0001393	821	2664
BGC0001393.1	821	2664
BGC0001628	821	3121
BGC0001628.1	821	3121
BGC0001751	821	3352
BGC0001751.1	821	3352
BGC0001950	821	3711
BGC0001950.1	821	3711
BGC0001951	821	3711
BGC0001951.1	821	3711
BGC0002411	821	4206
BGC0002688	821	4459
BGC0000428	824	824
BGC0000428.1	824	824
BGC0001020	824	1969
BGC0001020.1	824	1969
BGC0001123	824	2164
BGC0001123.1	824	2164
BGC0001130	824	2176
BGC0001130.1	824	2176
BGC0001600	824	3066
BGC0002367	824	4166
BGC0000431	4219	829
BGC0000431.1	4219	829
BGC0001721	4219	3295
BGC0001721.1	4219	3295
BGC0002569	4219	3295
BGC0002424	4219	4219
BGC0002505	4219	4297
BGC0000433	3120	833
BGC0000433.1	3120	833
BGC0000969	3120	1870
BGC0000969.1	3120	1870
BGC0000970	3120	1872
BGC0000970.1	3120	1872
BGC0001627	3120	3120
BGC0001627.1	3120	3120
BGC0001794	3120	3436
BGC0001857	3120	3550
BGC0001857.1	3120	3550
BGC0001978.1	3120	3550
BGC0002440	3120	4235
BGC0000436	4462	840
BGC0000436.1	4462	840
BGC0000901	4462	1737
BGC0000901.1	4462	1737
BGC0002691	4462	4462
BGC0002735	4462	4499
BGC0000448	4335	864
BGC0000448.1	4335	864
BGC0001011	4335	1951
BGC0001011.1	4335	1951
BGC0001012	4335	1951
BGC0001012.1	4335	1951
BGC0001013	4335	1951
BGC0001013.1	4335	1951
BGC0001095	4335	2115
BGC0001095.1	4335	2115
BGC0001203	4335	2316
BGC0001203.1	4335	2316
BGC0001671	4335	3206
BGC0001671.1	4335	3206
BGC0002329	4335	4129
BGC0001346	4335	4335
BGC0001346.1	4335	4335
BGC0002548	4335	4335
BGC0000457	4114	880
BGC0000457.1	4114	880
BGC0001085	4114	2098
BGC0001085.1	4114	2098
BGC0001532	4114	2934
BGC0001532.1	4114	2934
BGC0001434	4114	3252
BGC0001434.1	4114	3252
BGC0001698.1	4114	3252
BGC0002713	4114	3252
BGC0002314	4114	4114
BGC0002415	4114	4210
BGC0002546	4114	4333
BGC0000463.1	2120	891
BGC0002379	2120	891
BGC0000950	2120	1833
BGC0000950.1	2120	1833
BGC0001044	2120	2017
BGC0001044.1	2120	2017
BGC0001099	2120	2120
BGC0001099.1	2120	2120
BGC0001890	2120	3608
BGC0001890.1	2120	3608
BGC0002624	2120	4401
BGC0000465	2875	894
BGC0000465.1	2875	894
BGC0001297	2875	2487
BGC0001297.1	2875	2487
BGC0002377	2875	2487
BGC0001502	2875	2875
BGC0001502.1	2875	2875
BGC0001666	2875	3196
BGC0002193	2875	4012
BGC0002491	2875	4283
BGC0000727	4056	1398
BGC0001022	4056	1973
BGC0001022.1	4056	1973
BGC0001042	4056	2013
BGC0001042.1	4056	2013
BGC0001125	4056	2168
BGC0001125.1	4056	2168
BGC0001963	4056	3736
BGC0001963.1	4056	3736
BGC0002242	4056	4056
BGC0000816	4460	1572
BGC0000816.1	4460	1572
BGC0001035	4460	2000
BGC0001035.1	4460	2000
BGC0001057	4460	2043
BGC0001057.1	4460	2043
BGC0001237	4460	2381
BGC0001237.1	4460	2381
BGC0001593	4460	3052
BGC0001593.1	4460	3052
BGC0002149	4460	3975
BGC0002348	4460	4147
BGC0002539	4460	4326
BGC0002689	4460	4460
BGC0000819	4143	1578
BGC0000819.1	4143	1578
BGC0000957	4143	1846
BGC0001564	4143	2995
BGC0001564.1	4143	2995
BGC0001650	4143	3164
BGC0001650.1	4143	3164
BGC0001656	4143	3176
BGC0002095	4143	3926
BGC0002344	4143	4143
BGC0001516	4143	4379
BGC0002602	4143	4379
BGC0000900	3982	1736
BGC0000900.1	3982	1736
BGC0001025	3982	1979
BGC0001025.1	3982	1979
BGC0001102	3982	2126
BGC0001102.1	3982	2126
BGC0001053	3982	2575
BGC0001053.1	3982	2575
BGC0001344	3982	2575
BGC0001344.1	3982	2575
BGC0001553	3982	2975
BGC0001553.1	3982	2975
BGC0002434	3982	2975
BGC0001772	3982	3392
BGC0001840	3982	3520
BGC0001840.1	3982	3520
BGC0002157	3982	3982
BGC0002208	3982	4024
BGC0000960	1852	1852
BGC0000960.1	1852	1852
BGC0000993	1852	1916
BGC0000993.1	1852	1916
BGC0001629	1852	3123
BGC0001629.1	1852	3123
BGC0001816	1852	3475
BGC0001816.1	1852	3475
BGC0002410	1852	4205
BGC0000975	3137	1882
BGC0000975.1	3137	1882
BGC0001026	3137	1981
BGC0001026.1	3137	1981
BGC0001236	3137	2591
BGC0001236.1	3137	2591
BGC0001354.1	3137	2591
BGC0001355.1	3137	2591
BGC0001636	3137	3137
BGC0001636.1	3137	3137
BGC0002528	3137	4316
BGC0000976	4417	1885
BGC0000976.1	4417	1885
BGC0001165	4417	1885
BGC0001165.1	4417	1885
BGC0001202	4417	2314
BGC0001202.1	4417	2314
BGC0001715	4417	3283
BGC0001715.1	4417	3283
BGC0002342	4417	4141
BGC0002641	4417	4417
BGC0002649	4417	4425
BGC0000983	3232	1898
BGC0000983.1	3232	1898
BGC0001686	3232	3232
BGC0001686.1	3232	3232
BGC0001825	3232	3492
BGC0001825.1	3232	3492
BGC0000984	2943	1900
BGC0000984.1	2943	1900
BGC0001069	2943	2067
BGC0001069.1	2943	2067
BGC0001536	2943	2943
BGC0001536.1	2943	2943
BGC0002432	2943	2943
BGC0001641	2943	3147
BGC0001641.1	2943	3147
BGC0001780	2943	3408
BGC0001780.1	2943	3408
BGC0001791	2943	3430
BGC0001791.1	2943	3430
BGC0002637	2943	4413
BGC0000997	3358	1924
BGC0000997.1	3358	1924
BGC0001515	3358	2901
BGC0001515.1	3358	2901
BGC0001608	3358	3083
BGC0001608.1	3358	3083
BGC0002003.1	3358	3083
BGC0001363	3358	3358
BGC0001363.1	3358	3358
BGC0001754.1	3358	3358
BGC0002293	3358	4095
BGC0002552	3358	4338
BGC0000999	3696	1928
BGC0000999.1	3696	1928
BGC0001091	3696	2108
BGC0001941	3696	3696
BGC0001941.1	3696	3696
BGC0002384	3696	4180
BGC0002418	3696	4213
BGC0001000	3367	1930
BGC0001000.1	3367	1930
BGC0001233	3367	2374
BGC0001233.1	3367	2374
BGC0001695	3367	3247
BGC0001695.1	3367	3247
BGC0001919	3367	3247
BGC0001919.1	3367	3247
BGC0000136	3367	3367
BGC0000137	3367	3367
BGC0001759	3367	3367
BGC0002009	3367	3367
BGC0001967	3367	3744
BGC0001967.1	3367	3744
BGC0002117	3367	3946
BGC0002256	3367	4065
BGC0002480	3367	4273
BGC0002685	3367	4456
BGC0001005	1940	1940
BGC0001005.1	1940	1940
BGC0001250	1940	2407
BGC0001250.1	1940	2407
BGC0001251	1940	2407
BGC0001251.1	1940	2407
BGC0001379	1940	2637
BGC0001705	1940	3265
BGC0001705.1	1940	3265
BGC0001750	1940	3350
BGC0001750.1	1940	3350
BGC0002276	1940	4082
BGC0001006	4486	1944
BGC0001007	4486	1944
BGC0001575	4486	3017
BGC0001575.1	4486	3017
BGC0002230	4486	4046
BGC0002360	4486	4365
BGC0002581	4486	4365
BGC0002718	4486	4486
BGC0001034	2424	1997
BGC0001034.1	2424	1997
BGC0001182	2424	2274
BGC0001182.1	2424	2274
BGC0001261	2424	2424
BGC0001261.1	2424	2424
BGC0002378	2424	4174
BGC0001036	2001	2001
BGC0001036.1	2001	2001
BGC0001211	2001	2331
BGC0001211.1	2001	2331
BGC0001045	3598	2019
BGC0001045.1	3598	2019
BGC0001142	3598	2198
BGC0001142.1	3598	2198
BGC0001443	3598	2762
BGC0001443.1	3598	2762
BGC0001885	3598	3598
BGC0001885.1	3598	3598
BGC0001945	3598	3702
BGC0001945.1	3598	3702
BGC0002055	3598	3888
BGC0002055.1	3598	3888
BGC0002158	3598	3983
BGC0002226	3598	4042
BGC0002625	3598	4402
BGC0001059	2239	2048
BGC0001059.1	2239	2048
BGC0001119	2239	2158
BGC0001161	2239	2239
BGC0001162	2239	2239
BGC0001163	2239	2239
BGC0001235	2239	2377
BGC0001235.1	2239	2377
BGC0002254	2239	4063
BGC0002416	2239	4211
BGC0002632	2239	4408
BGC0001071	4081	2072
BGC0001071.1	4081	2072
BGC0001147	4081	2208
BGC0001147.1	4081	2208
BGC0001394	4081	3327
BGC0001394.1	4081	3327
BGC0001737	4081	3327
BGC0001737.1	4081	3327
BGC0001878	4081	3587
BGC0001878.1	4081	3587
BGC0002171	4081	4081
BGC0002275	4081	4081
BGC0002693	4081	4464
BGC0001088	4232	2102
BGC0001088.1	4232	2102
BGC0001657	4232	3178
BGC0001657.1	4232	3178
BGC0002057.1	4232	3891
BGC0002437	4232	4232
BGC0002661	4232	4434
BGC0001106	3200	2133
BGC0001106.1	3200	2133
BGC0001436	3200	2748
BGC0001668	3200	3200
BGC0001846	3200	3530
BGC0001846.1	3200	3530
BGC0002697	3200	4468
BGC0001185	4078	2280
BGC0001185.1	4078	2280
BGC0001368	4078	2616
BGC0001368.1	4078	2616
BGC0001718	4078	3289
BGC0001718.1	4078	3289
BGC0001796	4078	3440
BGC0001796.1	4078	3440
BGC0001891	4078	3610
BGC0000293	4078	4078
BGC0000293.1	4078	4078
BGC0002272	4078	4078
BGC0000408	3263	2295
BGC0000408.1	3263	2295
BGC0001153	3263	2295
BGC0001153.1	3263	2295
BGC0001192	3263	2295
BGC0001192.1	3263	2295
BGC0002653	3263	2295
BGC0000965	3263	3035
BGC0000965.1	3263	3035
BGC0001397	3263	3035
BGC0001397.1	3263	3035
BGC0001584	3263	3035
BGC0001584.1	3263	3035
BGC0001703	3263	3263
BGC0001703.1	3263	3263
BGC0001704	3263	3263
BGC0001704.1	3263	3263
BGC0002597	3263	3263
BGC0001956	3263	3724
BGC0001956.1	3263	3724
BGC0002479	3263	3724
BGC0001212	2333	2333
BGC0001212.1	2333	2333
BGC0001567	2333	3001
BGC0001567.1	2333	3001
BGC0001771	2333	3390
BGC0001771.1	2333	3390
BGC0002001	2333	3804
BGC0002001.1	2333	3804
BGC0001241	2587	2389
BGC0002232	2587	2389
BGC0001351	2587	2587
BGC0001351.1	2587	2587
BGC0001585	2587	3036
BGC0001585.1	2587	3036
BGC0002014	2587	3829
BGC0002014.1	2587	3829
BGC0002660	2587	4433
BGC0001918	4498	3656
BGC0001918.1	4498	3656
BGC0002503	4498	4295
BGC0002734	4498	4498
