#BGC Name	Family Number
BGC0002205	4021
BGC0002208	4024
BGC0002209	4025
BGC0002210	4026
BGC0002212	4028
BGC0002225	4041
BGC0002226	4042
BGC0002230	4046
BGC0002235	4050
BGC0002239	4054
BGC0002242	4056
BGC0002248	4060
BGC0001563	4061
BGC0001563.1	4061
BGC0002250	4061
BGC0002254	4063
BGC0002256	4065
BGC0002259	4068
BGC0002264	4072
BGC0002268	4075
BGC0002270	4076
BGC0002271	4077
BGC0000293	4078
BGC0000293.1	4078
BGC0002272	4078
BGC0002273	4079
BGC0002274	4080
BGC0002171	4081
BGC0002275	4081
BGC0002276	4082
BGC0002277	4083
BGC0002278	4084
BGC0002286	4089
BGC0002058	4090
BGC0002287	4090
BGC0001961.1	4091
BGC0002288	4091
BGC0002293	4095
BGC0002296	4098
BGC0002300	4101
BGC0002304	4105
BGC0002314	4114
BGC0002329	4129
BGC0002327	4135
BGC0002336	4135
BGC0002340	4139
BGC0002342	4141
BGC0002344	4143
BGC0002348	4147
BGC0000963	4149
BGC0000963.1	4149
BGC0002350	4149
BGC0002351	4150
BGC0002352	4151
BGC0002358	4157
BGC0002359	4158
BGC0002367	4166
BGC0002370	4168
BGC0002373	4170
BGC0002378	4174
BGC0002384	4180
BGC0002386	4182
BGC0002408	4203
BGC0002409	4204
BGC0002410	4205
BGC0002411	4206
BGC0002412	4207
BGC0002413	4208
BGC0002414	4209
BGC0002415	4210
BGC0002416	4211
BGC0002417	4212
BGC0002420	4212
BGC0002418	4213
BGC0002419	4214
BGC0002421	4216
BGC0002422	4217
BGC0002424	4219
BGC0002430	4225
BGC0002433	4228
BGC0002437	4232
BGC0002438	4233
BGC0002440	4235
BGC0002441	4236
BGC0002448	4243
BGC0002451	4246
BGC0002453	4248
BGC0002454	4249
BGC0002456	4251
BGC0002465	4258
BGC0002467	4260
BGC0002468	4261
BGC0002472	4265
BGC0002475	4268
BGC0002480	4273
BGC0002484	4276
BGC0002572	4276
BGC0002491	4283
BGC0002324	4284
BGC0002492	4284
BGC0002495	4287
BGC0002501	4293
BGC0002503	4295
BGC0002505	4297
BGC0000302	4303
BGC0000302.1	4303
BGC0001479	4303
BGC0002512	4303
BGC0002518	4307
BGC0002520	4308
BGC0002522	4310
BGC0002528	4316
BGC0002529	4317
BGC0002532	4320
BGC0002533	4321
BGC0002613	4321
BGC0002535	4322
BGC0002538	4325
BGC0002539	4326
BGC0002542	4329
BGC0002543	4330
BGC0002544	4331
BGC0002546	4333
BGC0001346	4335
BGC0001346.1	4335
BGC0002548	4335
BGC0002552	4338
BGC0002555	4341
BGC0001999	4348
BGC0001999.1	4348
BGC0002563	4348
BGC0002564	4349
BGC0002565	4350
BGC0002570	4355
BGC0002360	4365
BGC0002581	4365
BGC0002582	4366
BGC0002588	4372
BGC0001516	4379
BGC0002602	4379
BGC0002605	4382
BGC0002606	4383
BGC0002617	4394
BGC0002618	4395
BGC0002623	4400
BGC0002624	4401
BGC0002625	4402
BGC0002632	4408
BGC0002637	4413
BGC0002638	4414
BGC0002639	4415
BGC0002641	4417
BGC0002642	4418
BGC0002649	4425
BGC0000953	4427
BGC0002652	4427
BGC0002654	4429
BGC0002660	4433
BGC0002661	4434
BGC0002666	4438
BGC0002671	4443
BGC0002677	4449
BGC0002678	4450
BGC0002679	4451
BGC0002680	4452
BGC0002685	4456
BGC0002686	4457
BGC0002687	4458
BGC0002688	4459
BGC0002689	4460
BGC0002691	4462
BGC0002693	4464
BGC0002695	4466
BGC0000371	4467
BGC0000371.1	4467
BGC0002696	4467
BGC0002697	4468
BGC0002702	4473
BGC0002706	4476
BGC0002710	4480
BGC0002715	4484
BGC0002718	4486
BGC0002719	4487
BGC0002734	4498
BGC0002735	4499
BGC0002749	4504
