BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001044.1	BGC0001044.1	Sirodesmin biosynthetic gene cluster	terpene.nrps.t1pks	Others	Leptosphaeria maculans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans complex
BGC0001046	BGC0001046	Streptomyces lydicus streptolydigin biosynthesis gene cluster, strain NRRL 2433	terpene.T1PKS.NRPS	Others	Streptomyces lydicus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001046.1	BGC0001046.1	Streptolydigin biosynthetic gene cluster	terpene.nrps.t1pks	Others	Streptomyces lydicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001078	BGC0001078	Streptomyces sp. KO-3988 furaquinocin A biosynthetic gene cluster, complete cds	terpene.T3PKS	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001078.1	BGC0001078.1	Furaquinocin A biosynthetic gene cluster	terpene.t3pks	Others	Streptomyces sp. KO-3988	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001079	BGC0001079	Streptomyces aculeolatus napyradiomycin biosynthetic gene cluster, complete sequence	terpene.T3PKS	Others	Streptomyces aculeolatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001079.1	BGC0001079.1	Napyradiomycin biosynthetic gene cluster	terpene.t3pks	Others	Streptomyces aculeolatus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001081.1	BGC0001081.1	Lolitrem biosynthetic gene cluster	terpene	Terpene	Epichloe festucae var. lolii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Epichloe
BGC0001082	BGC0001082	Penicillium paxilli strain PN2013 hypothetical protein PP101, hypothetical protein PP102, hypothetical protein PP103, hypothetical protein PP104, hypothetical protein PP105, hypothetical protein PP106, hypothetical protein PP107, hypothetical protein PP108, hypothetical protein PP109, hypothetical protein PP110, hypothetical protein PP111, and hypothetical protein PP112 genes, complete cds; paxilline biosynthetic gene cluster, complete sequence; and hypothetical protein PP121 and hypothetical protein PP122 genes, complete cds	terpene.indole	Others	Penicillium paxilli	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001082.1	BGC0001082.1	Paxilline biosynthetic gene cluster	terpene	Terpene	Penicillium paxilli	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001083	BGC0001083	Streptomyces sp. CNH189 merochlorin gene cluster, complete sequence	terpene.butyrolactone.T3PKS	Others	Streptomyces sp. CNH189	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001083.1	BGC0001083.1	Merochlorin biosynthetic gene cluster	butyrolactone.terpene.t3pks.nrps	Others	Streptomyces sp. CNH189	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001084.1	BGC0001084.1	Notoamide / stephacidin biosynthetic gene cluster	terpene.nrps	Others	Aspergillus sp. MF297-2	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001086.1	BGC0001086.1	Astaxanthin dideoxyglycoside biosynthetic gene cluster	terpene	Terpene	Sphingomonas sp. PB304	Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
BGC0001087.1	BGC0001087.1	Sioxanthin biosynthetic gene cluster	terpene	Terpene	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0001144.1	BGC0001144.1	Neosartoricin biosynthetic gene cluster	terpene.t1pks	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001181	BGC0001181	Streptomyces coelicolor A3(2) complete genome	terpene	Terpene	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001181.1	BGC0001181.1	Geosmin biosynthetic gene cluster	terpene	Terpene	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001201	BGC0001201	Sorangium cellulosum 'So ce 56' complete genome	terpene	Terpene	Sorangium cellulosum So ce56	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001201.1	BGC0001201.1	(+)-eremophilene biosynthetic gene cluster	terpene	Terpene	Sorangium cellulosum So ce56	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001205.1	BGC0001205.1	Communesin biosynthetic gene cluster	terpene.t1pks	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001227	BGC0001227	Streptomyces collinus Tu 365 chromosome, complete genome	terpene	Terpene	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001227.1	BGC0001227.1	Isorenieratene biosynthetic gene cluster	terpene	Terpene	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001241.1	BGC0001241.1	Ergotamine biosynthetic gene cluster	terpene	Terpene	Claviceps fusiformis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001260	BGC0001260	Chaunopycnis alba ORF1, terK, terC, terB, terQ, terM, terP, terF, ORF2, ORF3 genes for indoleamine 2,3-dioxygenase, cytochrome P450 monooxygenase, prenyl transferase, terpene cyclase, cytochrome P450 monooxygenase, FAD-dependent monooxygenase, cytochrome P450 monooxygenase, aromatic prenyl transferase, flavin-binding monooxygenase, heat shock protein, complete cds	terpene.indole	Others	Tolypocladium album	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium
BGC0001260.1	BGC0001260.1	Terpendole E biosynthetic gene cluster	terpene	Terpene	Tolypocladium album	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Ophiocordycipitaceae,Tolypocladium
BGC0001267.1	BGC0001267.1	Lysergic acid / elymoclavine biosynthetic gene cluster	terpene	Terpene	Claviceps fusiformis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001270.1	BGC0001270.1	Gibberellin A3 / gibberellin A1 / gibberellin A7 / gibberellin A4 / gibberellin A9 biosynthetic gene cluster	terpene	Terpene	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001271.1	BGC0001271.1	Emericellin biosynthetic gene cluster	terpene.t1pks	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001277	BGC0001277	Gibberella zeae strain GZ3639 trichothecene gene cluster, complete sequence	terpene	Terpene	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001277.1	BGC0001277.1	Nivalenol / deoxynivalenol / 3-acetyldeoxynivalenol / 15-acetyldeoxynivalenol / neosolaniol / calonectrin / apotrichodiol / isotrichotriol / 15-decalonectrin / T-2 Toxin / 3-acetyl T-2 toxin / trichodiene biosynthetic gene cluster	terpene	Terpene	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001278	BGC0001278	Fusarium sporotrichioides trichothecene gene cluster, complete sequence	terpene	Terpene	Fusarium sporotrichioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001278.1	BGC0001278.1	Nivalenol / deoxynivalenol / 3-acetyldeoxynivalenol / 15-acetyldeoxynivalenol / neosolaniol / calonectrin / apotrichodiol / isotrichotriol / 15-decalonectrin / T-2 Toxin / 3-acetyl T-2 toxin / trichodiene biosynthetic gene cluster	terpene	Terpene	Fusarium sporotrichioides	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001279.1	BGC0001279.1	Deoxysambucinol / sambucinol / roridin E biosynthetic gene cluster	terpene	Terpene	Myrothecium roridum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Stachybotriaceae,Myrothecium
BGC0001321	BGC0001321	Solanum habrochaites isolate LA1778 chromosome 8 terpene biosynthesis gene locus, partial sequence	terpene	Terpene	Solanum habrochaites	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0001321.1	BGC0001321.1	Monoterpenes-diterpenes biosynthetic gene cluster	terpene	Terpene	Solanum habrochaites	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Lycopersicon
BGC0001322	BGC0001322	Solanum lycopersicum chromosome 8 terpene biosythesis gene locus, partial sequence	terpene	Terpene	Solanum lycopersicum	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0001322.1	BGC0001322.1	Lycosantalonol biosynthetic gene cluster	terpene	Terpene	Solanum lycopersicum	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Lycopersicon
BGC0001323	BGC0001323	Solanum pennellii isolate LA0716 chromosome 8 terpene biosynthesis gene locus, partial sequence	terpene	Terpene	Solanum pennellii	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0001323.1	BGC0001323.1	Monoterpenes-diterpenes biosynthetic gene cluster	terpene	Terpene	Solanum pennellii	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Lycopersicon
BGC0001324	BGC0001324	Solanum pimpinellifolium isolate LA1589 chromosome 8 terpene biosynthesis gene locus, partial sequence	terpene	Terpene	Solanum pimpinellifolium	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Solanum subgen. Lycopersicon
BGC0001324.1	BGC0001324.1	Monoterpenes-diterpenes biosynthetic gene cluster	terpene	Terpene	Solanum pimpinellifolium	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,asterids,lamiids,Solanales,Solanaceae,Solanoideae,Solaneae,Solanum,Lycopersicon
BGC0001330	BGC0001330	Micromonospora sp. RV43 contig4_size105044, whole genome shotgun sequence	terpene.NRPS-like.T1PKS	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,unclassified Micromonospora
BGC0001330.1	BGC0001330.1	BE-43547 A1-C2 biosynthetic gene cluster	terpene.nrps.t1pks	Others	Micromonospora sp. RV43	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
BGC0001339	BGC0001339	Phoma sp. MF5453 transcription factor (mfL3) gene, partial cds; and squalestatin S1 gene cluster, complete sequence	terpene.T1PKS	Others	Phoma sp. MF5453	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001339.1	BGC0001339.1	Squalestatin S1 biosynthetic gene cluster	terpene.t1pks	Others	Phoma sp. MF5453	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001361	BGC0001361	Serratia plymuthica 4Rx13, complete genome	terpene	Terpene	Serratia plymuthica 4Rx13	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia
BGC0001361.1	BGC0001361.1	Sodorifen biosynthetic gene cluster	terpene	Terpene	Serratia plymuthica 4Rx13	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
BGC0001365.1	BGC0001365.1	Clapurines biosynthetic gene cluster	terpene.nrps	Others	Claviceps purpurea 20.1	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps
BGC0001372.1	BGC0001372.1	Penigequinolone biosynthetic gene cluster	terpene.nrps	Others	Penicillium thymicola	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001373	BGC0001373	Sordaria araneosa DNA, contains sdnA, sdnB, sdnC, sdnD, sdnE, sdnF, sdnG, sdnH, sdnI, sdnJ, sdnK, sdnL, sdnM, sdnN, sdnO, sdnP, sdnQ, sdnR, sdnS, sdnT gene cluster, strain: ATCC 36386	terpene.T1PKS	Others	Sordaria araneosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria
BGC0001373.1	BGC0001373.1	Sordarin biosynthetic gene cluster	terpene.t1pks	Others	Sordaria araneosa	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Sordariaceae,Sordaria
BGC0001375.1	BGC0001375.1	Penitrem biosynthetic gene cluster	terpene	Terpene	Penicillium simplicissimum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001456	BGC0001456	Streptomyces argillaceus genomic DNA containing Isorenieratene biosynthesis gene cluster region, strain ATCC 12956	terpene	Terpene	Streptomyces argillaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001456.1	BGC0001456.1	Streptomyces argillaceus genomic DNA containing Isorenieratene biosynthesis gene cluster region, strain ATCC 12956	terpene	Terpene	Streptomyces argillaceus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001475	BGC0001475	Aspergillus terreus NIH2624 scaffold_6 genomic scaffold, whole genome shotgun sequence	terpene	Terpene	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus subgen. Circumdati
BGC0001475.1	BGC0001475.1	Aspterric acid biosynthetic gene cluster	terpene	Terpene	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001481	BGC0001481	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr10	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001481.1	BGC0001481.1	alpha-acorenol biosynthetic gene cluster	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001580	BGC0001580	Streptomyces aburaviensis Ebelactone biosynthetic gene cluster, strain ATCC31860	terpene.T1PKS	Others	Kitasatospora aburaviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001580.1	BGC0001580.1	Ebelactone biosynthetic gene cluster	terpene.t1pks	Others	Kitasatospora aburaviensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001604	BGC0001604	Fusarium fujikuroi strain B14 gibberellin biosynthetic gene cluster, complete sequence	terpene	Terpene	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001604.1	BGC0001604.1	Gibberellin biosynthetic gene cluster	terpene	Terpene	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001613.1	BGC0001613.1	Harzianum B biosynthetic gene cluster	terpene	Terpene	Trichoderma hypoxylon	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma
BGC0001617	BGC0001617	Stereum hirsutum FP-91666 SS1 unplaced genomic scaffold STEHIscaffold_4, whole genome shotgun sequence	terpene	Terpene	Stereum hirsutum FP-91666 SS1	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum
BGC0001617.1	BGC0001617.1	Hirsutene biosynthetic gene cluster	terpene	Terpene	Stereum hirsutum FP-91666 SS1	Eukaryota,Fungi,Dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum
BGC0001624.1	BGC0001624.1	Iso-A82775C biosynthetic gene cluster	terpene	Terpene	Pestalotiopsis fici	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Sporocadaceae,Pestalotiopsis
BGC0001642	BGC0001642	Fusarium fujikuroi IMI 58289 draft genome, chromosome FFUJ_chr08	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001642.1	BGC0001642.1	Koraiol biosynthetic gene cluster	terpene	Terpene	Fusarium fujikuroi IMI 58289	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001646	BGC0001646	Burkholderia gladioli strain Lv-StB lagriamide biosynthesis gene cluster, complete sequence	terpene.transAT-PKS.NRPS	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001646.1	BGC0001646.1	Lagriamide biosynthetic gene cluster	terpene.transatpks.nrps	Others	Burkholderia gladioli	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
BGC0001706	BGC0001706	Hypoxylon pulicicidum strain MF5954 hypothetical protein, cytochrome P450 oxygenase (nodW), cytochrome P450 oxygenase (nodR), cytochrome P450 oxygenase (nodX), FAD-dependent oxygenase (nodM), indole diterpene cyclase (nodB), FAD-dependent oxygenase (nodO), cytochrome P450 oxygenase (nodJ), geranylgeranyl transferase (nodC), FAD-dependent oxygenase (nodY1), prenyl transferase (nodD2), indole diterpene biosynthesis protein (nodD1), FAD-dependent oxygenase (nodY2), cytochrome P450 oxygenase (nodZ), and hypothetical protein genes, complete cds	terpene.indole	Others	Hypoxylon pulicicidum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon
BGC0001706.1	BGC0001706.1	Nodulisporic acid F biosynthetic gene cluster	terpene	Terpene	Hypoxylon pulicicidum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Hypoxylaceae,Hypoxylon
BGC0001712.1	BGC0001712.1	Ochrindol biosynthetic gene cluster	terpene	Terpene	Aspergillus steynii IBT 23096	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001717.1	BGC0001717.1	Okaramine B biosynthetic gene cluster	terpene.nrps	Others	Penicillium simplicissimum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001718.1	BGC0001718.1	Okaramine B / okaramine D biosynthetic gene cluster	terpene.nrps	Others	Aspergillus aculeatus ATCC 16872	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001746	BGC0001746	Streptomyces pristinaespiralis ATCC 25486 chromosome, whole genome shotgun sequence	terpene	Terpene	Streptomyces pristinaespiralis ATCC 25486	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001746.1	BGC0001746.1	Pristinol biosynthetic gene cluster	terpene	Terpene	Streptomyces pristinaespiralis ATCC 25486	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001756	BGC0001756	Arabidopsis thaliana chromosome 3, partial sequence	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliopsida,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0001756.1	BGC0001756.1	Retigeranin / arathanatriene biosynthetic gene cluster	terpene	Terpene	Arabidopsis thaliana	Eukaryota,Viridiplantae,Streptophyta,Embryophyta,Tracheophyta,Spermatophyta,Magnoliophyta,eudicotyledons,Gunneridae,Pentapetalae,rosids,malvids,Brassicales,Brassicaceae,Camelineae,Arabidopsis
BGC0001775	BGC0001775	Cordana terrestris FKA-25 DNA, sespendole biosynthetic gene cluster	terpene.indole	Others	Cordana terrestris	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariomycetidae incertae sedis,Cordana
BGC0001775.1	BGC0001775.1	Sespendole biosynthetic gene cluster	terpene	Terpene	Cordana terrestris	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariomycetidae incertae sedis,Cordana
BGC0001776	BGC0001776	Penicillium janthinellum strain PN2408 janthitremane gene cluster, partial sequence	terpene.indole	Others	Penicillium janthinellum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001776.1	BGC0001776.1	Shearinine D biosynthetic gene cluster	terpene	Terpene	Penicillium janthinellum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001777	BGC0001777	TPA_exp: Escovopsis weberi shearinine biosynthesis gene cluster, complete sequence	terpene.indole	Others	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001777.1	BGC0001777.1	Shearinine D biosynthetic gene cluster	terpene	Terpene	Escovopsis weberi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreaceae,Escovopsis
BGC0001811	BGC0001811	Fusarium asiaticum DNA, tri gene cluster	terpene	Terpene	Fusarium asiaticum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001811.1	BGC0001811.1	Trichodiene-11-one biosynthetic gene cluster	terpene	Terpene	Fusarium asiaticum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001839	BGC0001839	Aspergillus sp. Z5 contig188_scaffold34, whole genome shotgun sequence	terpene	Terpene	Aspergillus sp. Z5	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001839.1	BGC0001839.1	Aspergillus sp. Z5 contig188_scaffold34, whole genome shotgun sequence	terpene	Terpene	Aspergillus sp. Z5	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001903	BGC0001903	Streptomyces sp. MA37 cytochrome c oxidase subunit I gene, partial cds; cytochrome c oxidase polypeptide 4, lipoprotein, L,D-transpeptidase, two-component system response regulator, cytochrome c oxidase subunit III, cytochrome C heme-binding subunit, ubiquinol-cytochrome C reductase iron-sulfur subunit, ubiquinol-cytochrome c reductase cytochrome b subunit, and cytochrome P450 monooxygenase genes, complete cds; neocarazostatin A biosynthesis gene cluster, complete sequence; and transcriptional regulator and putative integral membrane protein genes, complete cds	terpene	Terpene	Streptomyces sp. MA37	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
